City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
433,westport,1,US,1566947783,68,41.14,-73.36,71.01,6.93
434,nizwa,0,OM,1566947783,31,22.93,57.53,80.26,1.45
435,hasaki,75,JP,1566947783,94,35.73,140.83,79.0,8.05
436,kaeo,2,NZ,1566947784,95,-35.1,173.78,61.0,2.48
437,palauig,100,PH,1566947784,84,15.44,119.9,80.98,17.92
438,deder,96,ET,1566947784,78,9.31,41.44,70.0,1.28
439,iranshahr,0,IR,1566947784,13,27.21,60.69,71.44,3.91
440,shasta lake,1,US,1566947785,14,40.68,-122.36,107.01,9.17
441,butajira,100,ET,1566947785,98,8.12,38.38,51.46,4.54
442,yatou,75,CM,1566947785,100,3.63,9.81,77.0,1.12
443,pisco,90,PE,1566947786,30,-13.71,-76.2,71.6,9.17
444,austin,75,US,1566947786,62,30.27,-97.74,90.0,17.22
445,noumea,90,NC,1566947500,68,-22.28,166.46,73.0,3.36
446,namie,75,JP,1566947786,94,37.52,140.86,71.6,2.24
447,salinopolis,17,BR,1566947786,79,-0.61,-47.36,81.52,18.3
448,ostrovnoy,98,RU,1566947787,89,68.05,39.51,41.2,15.01
449,todos santos,5,MX,1566947787,46,23.45,-110.23,89.6,10.29
450,pareora,0,NZ,1566947787,47,-44.49,171.21,56.5,5.26
451,shitanjing,0,CN,1566947787,36,39.23,106.34,71.98,3.76
452,bud,60,NO,1566947546,87,62.91,6.91,62.6,6.93
453,udachnyy,90,RU,1566947788,87,66.42,112.4,48.2,6.71
454,maanshan,90,CN,1566947788,94,31.7,118.5,78.8,4.47
455,causapscal,36,CA,1566947788,73,48.35,-67.23,63.0,1.48
456,vanavara,9,RU,1566947788,77,60.35,102.28,50.92,3.6
457,broome,20,GB,1566947788,82,52.47,1.45,71.6,9.17
458,namibe,0,AO,1566947789,78,-15.19,12.15,65.68,12.41
459,atar,100,MR,1566947789,38,20.52,-13.05,91.24,8.7
460,ribas do rio pardo,71,BR,1566947789,48,-20.45,-53.76,71.62,4.36
461,rawtenstall,100,GB,1566947789,88,53.7,-2.29,66.0,1.12
462,dalvik,0,SE,1566947789,72,57.79,14.13,68.0,5.82
463,nyurba,58,RU,1566947790,93,63.29,118.35,52.9,7.72
464,agadez,1,NE,1566947790,74,16.97,7.99,80.6,4.85
465,pundaguitan,87,PH,1566947790,81,6.37,126.17,81.7,19.19
466,alta floresta,70,BR,1566947791,37,-9.87,-56.08,79.9,1.03
467,jiexiu,0,CN,1566947791,33,37.02,111.92,70.0,3.2
468,viedma,100,AR,1566947791,71,-40.81,-62.99,63.7,20.07
469,arys,0,KZ,1566947792,55,42.43,68.8,62.6,2.24
470,lodwar,47,KE,1566947792,34,3.12,35.6,85.66,11.43
471,shush,99,RU,1566947792,97,55.6,89.45,59.74,6.64
472,punakha,25,BT,1566947739,83,27.58,89.86,46.96,4.54
473,coruripe,1,BR,1566947792,93,-10.12,-36.18,64.24,4.21
474,jian,11,IN,1566947792,82,25.65,87.89,81.88,5.84
475,kharp,48,RU,1566947793,90,66.82,65.8,31.84,7.07
476,gdynia,0,PL,1566947793,64,54.52,18.54,75.0,10.29
477,datong,0,CN,1566947793,33,40.09,113.3,63.34,17.38
478,fort nelson,75,CA,1566947793,48,58.81,-122.69,62.6,14.99
479,wagga wagga,20,AU,1566947793,93,-35.12,147.37,48.0,6.38
480,kisangani,3,CD,1566947794,94,0.52,25.21,68.92,1.83
481,dunmore town,100,BS,1566947794,77,25.5,-76.65,84.76,9.08
482,umm lajj,2,SA,1566947666,73,25.02,37.27,86.38,15.12
483,olinda,75,AU,1566947794,71,-37.84,145.39,55.0,11.41
484,tiarei,75,PF,1566947794,69,-17.53,-149.33,82.4,6.93
485,turukhansk,89,RU,1566947795,66,65.8,87.96,55.96,16.35
486,zyryanka,99,RU,1566947795,77,65.73,150.89,50.38,10.6
487,haverfordwest,77,GB,1566947795,82,51.8,-4.97,62.6,14.99
488,manaure,0,CO,1566947795,74,11.78,-72.45,86.0,17.22
489,phaltan,77,IN,1566947795,91,17.99,74.43,67.66,2.98
490,tommot,1,RU,1566947796,63,58.97,126.27,60.28,3.83
491,kuching,75,MY,1566947796,100,1.56,110.34,73.4,4.7
492,svetlaya,100,RU,1566947796,84,46.54,138.33,62.44,4.85
493,linhares,17,BR,1566947796,75,-19.38,-40.06,63.34,5.06
494,kontagora,80,NG,1566947797,97,10.4,5.47,71.44,4.34
495,tirau,49,NZ,1566947797,72,-37.98,175.76,60.01,1.01
496,katobu,94,ID,1566947797,64,-4.94,122.53,78.46,7.87
497,khandyga,0,RU,1566947797,42,62.65,135.58,64.24,4.9
498,lithgow,30,AU,1566947797,100,-33.48,150.16,57.99,2.24
499,zonguldak,0,TR,1566947798,75,41.25,31.83,75.4,19.6
500,charlottesville,90,US,1566947552,73,38.03,-78.48,79.0,2.17
501,deputatskiy,100,RU,1566947798,82,69.3,139.9,41.02,5.48
502,pangody,100,RU,1566947799,93,65.85,74.49,47.86,23.8
503,ugoofaaru,100,MV,1566947799,74,5.67,73.0,82.24,8.86
504,akdepe,0,TM,1566947799,48,42.05,59.39,69.8,2.24
505,vilyuysk,100,RU,1566947799,92,63.75,121.63,54.16,8.48
506,san jeronimo,1,PE,1566947799,82,-13.65,-73.37,49.3,5.21
507,mega,84,ET,1566947800,51,4.06,38.32,70.54,19.1
508,te anau,84,NZ,1566947800,73,-45.41,167.72,47.5,12.35
509,mount gambier,75,AU,1566947800,93,-37.83,140.78,50.0,16.11
510,americus,1,US,1566947800,69,32.07,-84.23,84.2,6.93
511,siverek,0,TR,1566947801,47,37.75,39.32,78.8,8.05
512,cidreira,0,BR,1566947801,89,-30.17,-50.22,61.36,7.23
513,hami,37,CN,1566947801,16,42.84,93.51,78.64,5.59
514,peniche,20,PT,1566947801,82,39.36,-9.38,66.99,10.29
515,george town,75,MY,1566947802,83,5.42,100.33,78.8,2.24
516,wittmund,40,DE,1566947802,83,53.58,7.78,73.99,5.82
517,chahuites,13,MX,1566947802,75,16.29,-94.19,83.14,3.96
518,iwanai,38,JP,1566947802,71,42.97,140.51,71.26,6.53
519,drezdenko,65,PL,1566947803,81,52.84,15.83,68.38,6.98
520,lagoa,0,PT,1566947803,57,37.14,-8.45,75.2,9.17
521,iquitos,20,PE,1566947803,74,-3.75,-73.25,84.2,3.36
522,bourail,78,NC,1566947803,60,-21.57,165.5,74.32,4.88
523,srednekolymsk,100,RU,1566947803,78,67.46,153.71,45.52,11.9
524,kahului,40,US,1566947543,55,20.89,-156.47,89.6,21.92
525,sarangani,100,PH,1566947804,78,5.4,125.46,82.24,15.84
526,ilebo,57,CD,1566947804,58,-4.33,20.59,77.38,1.57
527,zambezi,45,ZM,1566947804,51,-13.55,23.12,67.12,2.93
528,aktau,0,KZ,1566947805,42,43.65,51.16,64.4,6.71
529,maine-soroa,70,NE,1566947805,65,13.21,12.02,80.8,9.93
530,brae,100,GB,1566947805,93,60.4,-1.35,55.4,19.46
531,gat,20,SN,1566947805,88,14.69,-16.54,82.4,5.82
532,teya,75,MX,1566947805,50,21.05,-89.07,95.0,6.93
533,kinablangan,99,PH,1566947806,71,7.69,126.55,80.62,4.43
534,coahuayana,100,MX,1566947806,80,18.62,-100.35,80.8,1.05
535,morondava,78,MG,1566947806,66,-20.3,44.28,71.62,4.88
536,leshukonskoye,4,RU,1566947806,96,64.9,45.76,32.92,4.23
537,rio grande,0,BR,1566947806,93,-32.03,-52.1,59.0,3.62
538,san luis,68,AR,1566947573,67,-33.3,-66.34,68.56,12.03
539,costa rica,90,MX,1566947807,100,24.59,-107.39,91.0,7.76
540,kununurra,39,AU,1566947807,32,-15.77,128.74,68.0,4.7
541,xining,100,CN,1566947807,93,36.62,101.77,50.56,2.75
542,junagadh,74,IN,1566947807,81,21.52,70.46,80.26,8.05
543,havre,1,US,1566947808,22,48.55,-109.68,75.2,13.87
544,estelle,0,FR,1566947808,78,43.97,3.47,71.6,1.12
545,hacari,94,CO,1566947808,86,8.32,-73.15,72.16,5.23
546,kargil,65,PK,1566947808,66,34.56,76.13,50.74,7.4
547,mount isa,0,AU,1566947809,26,-20.73,139.49,59.0,20.8
548,vestmanna,89,FO,1566947809,93,62.16,-7.17,48.2,5.82
549,kalnibolotskaya,0,RU,1566947809,38,46.01,40.45,71.01,8.19
550,mvuma,0,ZW,1566947809,46,-19.28,30.53,63.7,10.33
551,constantine,40,DZ,1566947810,64,36.36,6.61,75.2,3.36
552,nisia floresta,20,BR,1566947810,78,-6.09,-35.21,75.2,9.17
